"CONCEPTO","CATEGORIA","UNIDAD","ULTIMO_PRECIO","FECHA_ULTIMO_PRECIO"
"MDF BLANCO CRISTAL MEL PROTEAK 2/C 18X1.22X2.44","MDF, TRIPLAY, ECOTAB","HOJA","602.59","2025-04-23"
"MDF BLANCO CRISTAL MEL PROTEAK 2/C 5.5X1.22X2.44","MDF, TRIPLAY, ECOTAB","HOJA","",""
"MDF CHAPA DE CEDRO 2/C 15X1.22X2.44","MDF, TRIPLAY, ECOTAB","HOJA","750.0","2025-08-13"
"MDF CHAPA DE CEDRO 2/C 18X1.22X2.44","MDF, TRIPLAY, ECOTAB","HOJA","",""
"MDF CHAPA DE ENCINO 1/C 4.2X1.22X2.44","MDF, TRIPLAY, ECOTAB","HOJA","257.76","2025-05-20"
"MDF CHAPA DE ENCINO 1/C 4.5X1.22X2.44","MDF, TRIPLAY, ECOTAB","HOJA","202.58","2026-04-17"
"MDF CHAPA DE ENCINO 2/C 15X1.22X2.44","MDF, TRIPLAY, ECOTAB","HOJA","501.72","2025-11-26"
"MDF CHAPA DE ENCINO 2/C 18X1.22X2.44","MDF, TRIPLAY, ECOTAB","HOJA","636.21","2026-04-24"
"MDF CHAPA DE PINO 2/C 15X1.22X2.44","MDF, TRIPLAY, ECOTAB","HOJA","495.69","2025-08-08"
"MDF CHAPA DE PINO 2/C 18X1.22X2.44","MDF, TRIPLAY, ECOTAB","HOJA","565.52","1958-08-25"
"MDF CHAPA NOGAL 15MMX1220X2440 ARAUCO","MDF, TRIPLAY, ECOTAB","HOJA","625.86","2025-02-28"
"MDF CHAPA OKUME 15MMX1.22X2.44","MDF, TRIPLAY, ECOTAB","HOJA","",""
"MDF CHAPA OKUME 18MMX1.22X2.44","MDF, TRIPLAY, ECOTAB","HOJA","",""
"MDF CHAPA OKUME 5MMX1.22X2.44 1/C","MDF, TRIPLAY, ECOTAB","HOJA","177.5","2025-09-05"
"MDF CHAPA TZALAM 12MMX4X8 1/C","MDF, TRIPLAY, ECOTAB","HOJA","700.0","2026-02-11"
"MDF CHAPA TZALAM 15MMX1220X244 2/C","MDF, TRIPLAY, ECOTAB","HOJA","589.65","2026-01-14"
"MDF CHAPA TZALAM 15MMX122X244 ARAUCO","MDF, TRIPLAY, ECOTAB","HOJA","912.93","2026-04-20"
"MDF CHAPA TZALAM 18MMX1220X2440X","MDF, TRIPLAY, ECOTAB","HOJA","",""
"MDF CHAPA TZALAM 18MMX1220X2440X(AZUL FINO) ARAUCO","MDF, TRIPLAY, ECOTAB","HOJA","",""
"MDF FRESNO INVIERNO MEL PROTEAK 2/C 5.5X1.22X2.44 DELG","MDF, TRIPLAY, ECOTAB","HOJA","595.92","2025-06-12"
"MDF GRIS CLARO MATE ARAUCO 15MMX1220X2440","MDF, TRIPLAY, ECOTAB","HOJA","",""
"MDF GRIS LAVA 15MM","MDF, TRIPLAY, ECOTAB","HOJA","",""
"MDF LINO ANTOLOGIA MEL PROTEAK 2/C 15X1.22X2.44","MDF, TRIPLAY, ECOTAB","HOJA","780.17","2025-06-19"
"MDF LINO BOGA MEL PROTEAK 2/C 15X1.22X2.44","MDF, TRIPLAY, ECOTAB","HOJA","780.17","2025-06-19"
"MDF MACUIL MEL LOBUS 2/C 15X1.22X2.44","MDF, TRIPLAY, ECOTAB","HOJA","599.14","2025-05-29"
"MDF MALTA 15MMX1220X2440 ARAUCO","MDF, TRIPLAY, ECOTAB","HOJA","",""
"MDF MELAMINADO MAPLE 2/C 18MM","MDF, TRIPLAY, ECOTAB","HOJA","956.98","2026-03-16"
"MDF NATURAL 3MM","MDF, TRIPLAY, ECOTAB","HOJA","",""
"MDF NATURAL PROTEAK 12MM","MDF, TRIPLAY, ECOTAB","HOJA","",""
"MDF NATURAL PROTEAK 15MM","MDF, TRIPLAY, ECOTAB","HOJA","378.44","2026-01-27"
"MDF NATURAL PROTEAK 18MM","MDF, TRIPLAY, ECOTAB","HOJA","",""
"MDF NATURAL PROTEAK 5.5MM","MDF, TRIPLAY, ECOTAB","HOJA","",""
"MDF NATURAL PROTEAK 9MM","MDF, TRIPLAY, ECOTAB","HOJA","",""
"MDF NEGRO MATE ARAUCO 15MM X 1220 X 2440","MDF, TRIPLAY, ECOTAB","HOJA","",""
"MDF NOGAL ABISMO MEL PROTEAK 2/C 15X1.22X2.44","MDF, TRIPLAY, ECOTAB","HOJA","",""
"MDF OXFORD MATE ARAUCO 15MMX1220X2440","MDF, TRIPLAY, ECOTAB","HOJA","",""
"MDF REHAU RAUVSIO SUPER MATE AFTER DARK 2800X1300X19MM","MDF, TRIPLAY, ECOTAB","HOJA","",""
"MECANISMO BULONES 60X24MM 911.02.249","FERRETERIA","PZ","441.19","2026-01-26"
"MECANISMO JAKO MOD. 2130 NEGRO 85MMX50MM","FERRETERIA","PZ","316.89","2026-03-13"
"MECATE 1/2""","FERRETERIA","KG","",""
"MECATE 3/4""","FERRETERIA","KG","",""
"MECATE 3/8""","FERRETERIA","KG","",""
"MECHUDO","PRODUCTO DE LIMPIEZA","PZ","",""
"MICROALAMBRE DE SOLDADURA AUTOPROTECT 4.5 KG 0.9MM 0.035"" SOSWM3-325","FERRETERIA","PZ","",""
"MINI CERRADURA DE EMBUTIR COMPLETA BRONCE X0031LXM33","FERRETERIA","PZ","",""
"MINI CUCHILLA P/CEPILLO BOSCH 1358-3365-3272 2607000096","SIERRAS, CUCHILLAS Y BROCAS","PAR","",""
"MINI CUCHILLA P/CEPILLO MAKITA D07945","SIERRAS, CUCHILLAS Y BROCAS","JG","228.38","2025-05-21"
"MINI RODILLO NYLON 4"" MCA. ÉXITO 19ARE00001","FERRETERIA","PZ","27.59","2024-12-12"
"MOLINETE EMBALADO 41mm 87-M 002-0100 60 KG HERRASA","FERRETERIA","JG","55.33","2025-06-02"
"MORFIN PORTACANDADO GALVANIZADO #051 MM 2""","METALICOS","PZ","",""
"MORTERO","CONSTRUCCION","TONELADA","",""
"MOSQUITERO MAGNETICO","CONSTRUCCION","LOTE","6901.81","2026-05-08"
"MULTISPRAY 400 ML (LUBRICANTE) SOUDAL SD119707","FERRETERIA","PZ","55.5","2026-05-19"
"NIVEL 48"" CON PROTECCION ABS, TRUPER","HERRAMIENTAS","PZ","",""
"NIVELADOR CROMADO DIAM 25mm CERRAJES 0203-006","FERRETERIA","PZ","",""
"NIVELADOR ESTRIADO NEGRO 3/8 166965 (CON TUERCA)","FERRETERIA","PZ","11.32","2025-02-12"
"NIVELADOR KNOLL 3/8 CROMADO 166026","FERRETERIA","PZ","",""
"NO MÁS CLAVOS 353g.","PEGAMENTOS Y RESINAS","PZ","98.25","2025-03-12"
"OLIVARI MO-MOV.XGRDX MOVIMENTO X CREMONESE C/FORI DX (DERECHO)","FERRETERIA","PZ","134.82","2026-01-02"
"OLIVARI MO-MOV.XGRSX MOVIMENTO X CREMONESE C/FORI SX (IZQUIERDO)","FERRETERIA","PZ","134.82","2026-01-02"
"OLIVARI MO-PLA.C195.DS C195 DS CREMONES WITH MOVIM","FERRETERIA","PZ","2030.25","2026-01-05"
"OLIVARI MO-PLA.C195DS C195.DS PLANET CREMON","FERRETERIA","PZ","1798.27","2026-01-02"
"OLIVARI MO-PLA.K195DS K195DS PLANET SK","FERRETERIA","PZ","1813.3","2026-01-02"
"OLIVARI MO-PLA.L111.DS L111.DS","FERRETERIA","PZ","7787.66","2026-01-05"
"OLIVARI MO-PLA.M195RY8.DS MANIGLIA ""PLANET"" C/R FY SUPER BRONZO S.","FERRETERIA","PZ","3094.49","2026-01-05"
"OPRESOR 1/4X1 NF","FERRETERIA","PZ","",""
"OPRESOR ALLEN MILIMETRICO 6X12","FERRETERIA","PZ","",""
"PALANCA DE APRIETE P/ROUTER BOSCH 2610915060 SBPT01","FERRETERIA","PZ","",""
"PANTIMEDIAS","FERRETERIA","PZ","",""
"PAPEL DOBLE CARTA (500 HOJAS)","PAPELERIA","PAQ","214.66","2026-01-29"
"PASACABLES 50MM DE DIAMETRO NEGRO 3429","FERRETERIA","PZ","",""
"PASADOR DE BARRIL HERMEX 2"" NEGRO MATE 43693","FERRETERIA","PZ","20.69","2025-05-28"
"PASADOR DE EMBUTIR 15 CM ACERO INOXIDABLE HERRASA ALIS 189M6","FERRETERIA","PZ","155.14","2025-02-26"
"PASADOR DE EMBUTIR ACERO INOXIDABLE LATON ANTIGUO 30CM MCA. SM, MOD. 100080902023","FERRETERIA","PZ","258.62","2026-04-07"
"PASADOR DE EMBUTIR ACERO INOXIDABLE LATON ANTIGUO 46CM MCA. SM, MOD. 10008000952020","FERRETERIA","PZ","591.32","2026-04-07"
"PASADOR DE EMBUTIR C/GATILLO 150MM ACERI UBIX CERRAJES 0801-053","FERRETERIA","PZ","138.79","2025-07-14"
"PASADOR DE MAROMA 200MM NS 203477","FERRETERIA","PZ","112.4","2025-02-14"
"PASADOR DE MAROMA CHICO COBRE (23CM ) ALIS 72M6","FERRETERIA","PZ","",""
"PASADOR DE MAROMA MEDIANO COBRE (34CM ) ALIS 73M6","FERRETERIA","PZ","",""
"PASADOR HOLANDES 20 CM CROMO SATIN ALIS","FERRETERIA","PZ","422.15","2025-12-01"
"PASADOR PARA VENTANA RISH 3002 COD 64185 LA 45 (LATON ANTIGUO)","FERRETERIA","PZ","",""
"PASADOR TIPO FRANCES 100MM NS 24 4055","FERRETERIA","PZ","",""
"PASADOR TIPO FRANCES 12"" NEGRO IKEDA COD. 1210","FERRETERIA","PZ","",""
"PASTA TERMICA PARA PROCESADOR JERINGA DE 1g.","FERRETERIA","PZ","35.0","2025-03-31"
"PEGAMENTO DE CONTACTO RESISTOL 5000 1000 ML","PEGAMENTOS Y RESINAS","PZ","245.66","2026-02-17"
"PEGAMENTO DE CONTACTO RESISTOL 5000 500 ML","PEGAMENTOS Y RESINAS","PZ","",""
"PEGAMENTO PRESTO POLIURETANO RAPIDO 500 GR","PEGAMENTOS Y RESINAS","PZ","211.21","2026-02-27"
"PEGAMENTO RESISTOL 950 AMARILLO 18 KG","PEGAMENTOS Y RESINAS","LT","84.77","2026-02-27"
"PEPE SILICON BLANCO PENNSYLVANIA","PEGAMENTOS Y RESINAS","PZ","",""
"PERFIL (HULE TRIANGULAR) PARA PUERTAS RAMTEC","FERRETERIA","MT","",""
"PERFIL GOLA L NEGRO MATE 4M 115.70.643","FERRETERIA","TRAMO","",""
"PERFIL JALADERA ALUMINIO ANOD. 2500X43 126.14.901","FERRETERIA","TRAMO","",""
"PERFIL PERSIANA DE ALUMINIO BRONCE","FERRETERIA","MT","",""
"PERRO DE HIERRO MALEABLE 1/2""","FERRETERIA","PZ","",""
"PIEDRA ABRASIVA OXIDO DE ALUMINIO AUSTROMEX 11A60N5VA6 CLAVE 23  6"" X 1"" X 1""","FERRETERIA","PZ","215.52","2026-01-16"
"PIEDRA ABRASIVA OXIDO DE ALUMINIO TRUPER 16348 6"" X 3/4"" X 1""","FERRETERIA","PZ","132.76","2026-01-16"
"PIEDRA DE REPUESTO PARA ENCENDEDOR DE CAZUELA TRUPER 19272","FERRETERIA","PZ","",""
"PIEDRA PARA ASENTAR (AFILAR) 152X50X25MM","FERRETERIA","PZ","",""
"PIGMENTO PARA RESINA METALICO AZUL ARCOIRIS","BARNIZ, ACEITE Y PINTURA","GR","",""
"PIGMENTO UNIVERSAL AZUL P9708.25","BARNIZ, ACEITE Y PINTURA","ML","",""
"PIGMENTO UNIVERSAL BLANCA P9701.25","BARNIZ, ACEITE Y PINTURA","ML","",""
"PIGMENTO UNIVERSAL NEGRA P9709.25","BARNIZ, ACEITE Y PINTURA","ML","",""
"PIGMENTO UNIVERSAL VERDE ORGANICO P9715.25","BARNIZ, ACEITE Y PINTURA","ML","",""
"PIJA C/FIJADORA 10 X 1-/4""","TORNILLERIA","PZ","",""
"PIJA C/FIJADORA 10 X 3/4""","TORNILLERIA","PZ","",""
"PIJA C/FIJADORA 12 X 3""","TORNILLERIA","PZ","",""
"PIJA C/FIJADORA 14 X 1-1/2""","TORNILLERIA","PZ","",""
"PIJA HEX P/LAMINA 14X1-1/4"" CON ACCESORIO VULCANIZADO 1/4","TORNILLERIA","PZ","",""
"PIJA HEX PUNTA DE BROCA 14 X 1-1/4 CON ACCESORIO VULCANIZADO DE 1/4","TORNILLERIA","PZ","",""
"PIJA HEX PUNTA DE BROCA 14 X 2 CON ACCESORIO VULCANIZADO 1/4","TORNILLERIA","PZ","",""
"PIJA HEX PUNTA DE BROCA 14 X 3","TORNILLERIA","PZ","2.38","2025-06-30"
"PIJA SANITARIA 1/4"" X 66MM","TORNILLERIA","PZ","",""
"PILA PARA BASCULA 2032","FERRETERIA","PZ","",""
"PINCEL (12 PZ)","FERRETERIA","KIT","76.72","2025-11-07"
"PINCEL (3 PZ)","FERRETERIA","KIT","",""
"PINCEL (5 PZ)","FERRETERIA","KIT","61.21","2025-12-30"
"PINOL","PRODUCTO DE LIMPIEZA","LT","37.5","2026-05-05"
"PINTURA EN AEROSOL AEROCOMEX EFECTO VITRAGLASS BLANCO 1404929","PINTURA","PZ","156.03","2026-05-07"
"PINTURA EN AEROSOL NARANJA FLUORESCENTE","BARNIZ, ACEITE Y PINTURA","PZ","",""
"PINTURA EN AEROSOL NEGRO MATE","BARNIZ, ACEITE Y PINTURA","PZ","",""
"PINTURA EPOXICA GRIS CON CATALIZADOR Y SOLVENTE","BARNIZ, ACEITE Y PINTURA","LT","",""
"PINTURA NEGRO MATE (JAZZ) S. R. 625","BARNIZ, ACEITE Y PINTURA","LT","",""
"PINTURA PARA CONCRETO ROJO OXIDO DECONKRET E.1KG","BARNIZ, ACEITE Y PINTURA","KG","90.95","2026-05-06"
"PINTURA PRO 1000 PLUS BLANCO COMEX","BARNIZ, ACEITE Y PINTURA","LT","132.33","2024-12-19"
"PINZA DE PUNTA Y CORTE 8"" TRUPER COD. 17310","FERRETERIA","PZ","100.59","2006-02-27"
"PINZA P/TIERRA 300/500 AMP","FERRETERIA","PZ","",""
"PISTOLA CALAFATEADORA TIPO ESQUELETO REFORZADA TRUPER","HERRAMIENTAS","PZ","",""
"PISTOLA DE GRAVEDAD VASO DE PLASTICO 600CC IH321 GONI","HERRAMIENTAS","PZ","",""
"PISTOLA PARA SOPLETEAR GONI MOD. 363","FERRETERIA","PZ","68.97","2025-02-28"
"PISTOLA PARA SOPLETEAR MOD 304","FERRETERIA","PZ","46.55","2026-02-27"
"PISTON A GAS SIMPLE 60 NW 4010049002","FERRETERIA","PZ","",""
"PISTON HAFELE 1700N 271.99.382","FERRETERIA","PZ","",""
"PIVOTE CENTRADO DE ZAMAC 1091 HERRALUM","FERRETERIA","PZ","",""
"PIVOTE CENTRADO INYECTADO ALUMINIO 2174 HERRALUM","FERRETERIA","PZ","195.83","2024-12-12"
"PIVOTE OCULTO CAPACIDAD 80KG MOD. 10100 SATIN JAKO","FERRETERIA","PZ","",""
"PIVOTE P/PUERTA AJUSTABLE 70 KG MOD JK3129 JAKO","FERRETERIA","PZ","539.28","2024-12-12"
"PIVOTE P/PUERTA VAI-VEN 400 130X25 INOX. 100 KG","FERRETERIA","PZ","681.34","2024-12-12"
"PIVOTE P/PUERTA VAI-VEN 401 150X25 INOX. 200 KG (9V3)","FERRETERIA","PZ","1114.82","2026-02-24"
"PLACA 100X100X3/16""","METALICOS","PZ","",""
"PLACA 30X30 1/4""","METALICOS","PZ","",""
"PLACA 32X32 1/4""","METALICOS","PZ","",""
"PLACA 45X45 1/4""","METALICOS","PZ","",""
"PLACA 60X60 1/4""","METALICOS","PZ","",""
"PLACA GIRATORIA DE ALUMINIO 10""","FERRETERIA","PZ","",""
"PLACA GIRATORIA DE ALUMINIO 14""","FERRETERIA","PZ","",""
"PLASTICO TRANSPARENTE GRUESO 1MT","TELAS Y LONAS","MT","",""
"PLASTIPROTECTOR COMEX 2.4 X 4 = 10m2 USO LIGERO","FERRETERIA","PZ","32.33","2025-01-08"
"PLASTIPROTECTOR COMEX 2.4 X 4 = 10m2 USO RUDO","FERRETERIA","PZ","52.59","2025-05-21"
"PLASTIPROTECTOR CORONA 2.5 X 4 = 10m2 USO RUDO","FERRETERIA","PZ","18.69","2026-03-03"
"PLOMERIA","SERVICIOS","PZ","1172.83","2026-02-24"
"PLUMA TINTA NEGRA","PAPELERIA","PZ","",""
"POLEA DE ALUMINIO DIAMETRO EXTERNO 2"", DIAMETRO INTERNO PARA EJE DE 5/8"", TIPO DE SURCO ""V""","FERRETERIA","PZ","166.14","2026-02-12"
"POLEA DE ALUMINIO DIAMETRO EXTERNO 4"", DIAMETRO INTERNO PARA EJE DE 5/8"", TIPO DE SURCO ""V""","FERRETERIA","PZ","180.0","2026-02-11"
"POLI RESINAS HüETTENES - RESINA PRHA-1204","FERRETERIA","KG","26.26","2024-12-17"
"POLI RESINAS HüETTENES - RESINA PRHA-800","FERRETERIA","KG","60.93","2026-05-14"
"POLI RESINAS HüETTENES - RESINA PRHA-852","FERRETERIA","KG","66.81","2025-06-12"
"POLVO PARA TIRALINEAS ROJO TRUPER 8 OZ","FERRETERIA","PZ","",""
"POLYFORM BARNIZ 11000 BRILLANTE E. 1L","BARNIZ, ACEITE Y PINTURA","LT","201.72","2025-01-23"
"POLYFORM BARNIZ 11000 MATE E. 1L","BARNIZ, ACEITE Y PINTURA","LT","201.72","2025-01-23"
"POLYFORM CATALIZADOR 250 E. 1L","BARNIZ, ACEITE Y PINTURA","LT","538.36","2025-01-16"
"POLYFORM SOLVENTE P/POLIURETANO E.1L","BARNIZ, ACEITE Y PINTURA","LT","535.78","2025-01-16"
"POLYFORM SOLVENTE P/POLIURETANO E.1L COMEX","BARNIZ, ACEITE Y PINTURA","LT","",""
"POLYSEAL MILIMETRICO (EMPAQUES PARA PISTÓN DE PRENSA HIDRAULICA) 100X120X15","MANTENIMIENTO","PZ","",""
"PORTA BITS SPAX PUNTAS MÁS PORTA PUNTAS","SIERRAS, CUCHILLAS Y BROCAS","KIT","",""
"PORTA CANDADO 6410","FERRETERIA","PZ","26.44","2025-06-30"
"PORTA ELECTRODO 250 AMP","ELECTRICO E ILUMINACION","PZ","",""
"PRIMARIO COMEX 100 SECADO EXT RAPID GRIS  19A0608937","BARNIZ, ACEITE Y PINTURA","LT","226.72","2026-03-27"
"PRIMER GRIS S.R. 680","BARNIZ, ACEITE Y PINTURA","LT","",""
"PROBETA DE VIDRIO GRADUADA 10 ML","BARNIZ, ACEITE Y PINTURA","PZ","239.0","2025-02-21"
"PROBETA DE VIDRIO GRADUADA 250 ML","BARNIZ, ACEITE Y PINTURA","PZ","360.0","2025-02-21"
"PROYECTOR PARA VENTANA MOD. 6221 NEGRO JAKO (LIMITADOR DE APERTURA)","FERRETERIA","PZ","421.17","2025-10-20"
"PTR 1-1/2"" C.14","METALICOS","TRAMO","",""
"PTR 2"" C.14","METALICOS","TRAMO","",""
"PTR 2""X1"" C.14","METALICOS","TRAMO","319.83","2025-11-03"
"PTR 3"" C.14","METALICOS","TRAMO","628.45","2025-11-03"
"PTR 3""X2"" C.14","CONSTRUCCION","TRAMO","",""
"PTR 4"" C.14","METALICOS","TRAMO","",""
"PUNTA PH2 2"" (50mm) P/ATORNILLADOR DE IMPACTO","FERRETERIA","PZ","",""
"PUNTA PH2 2"" P/ATORNILLADOR DE IMPACTO MILWAUKE / TRUPER / DEWALT / MAKITA","FERRETERIA","PZ","17.93","2026-02-18"
"PUNTA PH2 STANLEY 2"" (50mm) PARA DESTORNILLADOR","FERRETERIA","PZ","9.46","2025-11-10"
"PUNTA PH3 2"" P/ATORNILLADOR DE IMPACTO A-98996 MAKITA","FERRETERIA","PZ","12.24","2024-12-31"
"PUNTA PZ1 2"" (50mm)","FERRETERIA","PZ","",""
"PUNTA PZ2 2"" (50mm) P/ATORNILLADOR DE IMPACTO","FERRETERIA","PZ","61.78","2026-02-20"
"PUNTA PZ2 2"" P/ATORNILLADOR DE IMPACTO BOSCH 2608522331","FERRETERIA","PZ","",""
"PUNTA T15 2"" (50mm) TORX PARA TORNILLO SPAX","FERRETERIA","PZ","61.21","2025-06-30"
"PUNTA T20 2"" (50mm) TORX PARA TORNILLO SPAX","FERRETERIA","PZ","61.78","2026-02-20"
"PUNTA T25 2"" (50mm) TORX PARA TORNILLO SPAX","FERRETERIA","PZ","",""
"PUNTA T30 2"" (50mm) TORX PARA TORNILLO SPAX","FERRETERIA","PZ","61.21","2025-06-30"
"PUNTA T40 2"" (50mm) TORX PARA TORNILLO SPAX","FERRETERIA","PZ","55.64","2024-05-01"
"PUNTAS JUEGO DE DESTORNILLADORES DEWALT DW2167 (25-PZ)","FERRETERIA","KIT","",""
"RECEPTACULO NEGRO 20A 120/208V 3Y 4P 4H ARROW","ELECTRICO E ILUMINACION","PZ","",""
"REGULADOR DE AIRE CON MANOMETRO 1/4"" GONI MOD. 316","MANTENIMIENTO","PZ","",""
"RELLENADOR PLASTICO GRIS CON CATALIZACOR  COMEX 0808410","BARNIZ, ACEITE Y PINTURA","LT","324.12","2025-12-10"
"RELLENADOR PLÁSTICO GRIS (RESANADOR AUTOMOTRIZ) COMEX 0608410","BARNIZ, ACEITE Y PINTURA","LT","",""
"REMOVEDOR DE PINTURAS Y LACAS COMEX 0.960L","BARNIZ, ACEITE Y PINTURA","LT","200.86","2025-04-22"
"REPUESTO CUTTER 18MM REPCUTF8","PAPELERIA","PZ","2.38","2025-06-25"
"RESANADOR AUTOMOTRIZ AMARILLO C/CATALIZADOR ZHAIA","BARNIZ, ACEITE Y PINTURA","LT","",""
"RESANADOR COMEX OK E.240L","BARNIZ, ACEITE Y PINTURA","PZ","",""
"RESANADOR PARA MADERA BASE AGUA LOBUS PINO 1Kg","FERRETERIA","KG","",""
"RESBALON ASHICO ACERO INOX 438","FERRETERIA","PZ","",""
"RESBALON ASHICO PRONTO NEGRO MATE 84X23 95437","FERRETERIA","PZ","122.13","2026-05-20"
"RESBALON CON CLAVO 16mm NEGRO M5601-B100","FERRETERIA","PZ","0.65","2026-02-27"
"RESBALON CON CLAVO 20mm BLANCO","FERRETERIA","PZ","1.63","2026-02-27"
"RESBALON CON CLAVO Y FELPA 24mm","FERRETERIA","PZ","3.45","2025-01-08"
"RESBALON CON CLAVO Y FELPA 28mm","FERRETERIA","PZ","4.31","2025-01-08"
"RESBALON DOBLE BALA NIQUEL 60MM 3357","FERRETERIA","PZ","38.9","2025-11-07"
"RESINA DIAMANTE P/ENCAPSULADOS EP015","PEGAMENTOS Y RESINAS","LT","",""
"RESINA JOWACOLL 103.10 PARA PEGADO DE MADERA Y LAMINACION D3 RESISTENTE A LA HUMEDAD","PEGAMENTOS Y RESINAS","KG","137.04","2025-05-30"
"RIEL ADAPTADOR 2"" NATURAL 6.10 CUPRUM","FERRETERIA","TRAMO","189.59","2025-03-24"
"RIEL GUIA PL ALUMINIO 3 MTS 54034930024","FERRETERIA","TRAMO","254.53","2025-01-29"
"RIEL PL-2550 ALUMINIO 2 MTS 51031520024","FERRETERIA","TRAMO","230.16","2024-12-17"
"RIEL U-150 RECTO AL X 3 MT 54034830024 DUCASE","FERRETERIA","TRAMO","1776.91","2026-05-05"
"RIEL U-21 ALUMINIO 2MTS 54033520024","FERRETERIA","TRAMO","332.97","2026-05-21"
"RIEL U-21 ALUMINIO 3MTS 54033530024","FERRETERIA","TRAMO","499.46","2025-10-01"
"RIEL U-21 ALUMINIO 6MTS 54033560024","FERRETERIA","TRAMO","499.45","2026-04-06"
"RIEL U-300 GALVANIZADO 5.95 MT 10100659991 DUCASSE","FERRETERIA","TRAMO","2082.1","2026-02-23"
"RIEL U-700 NEGRO 5.95 MT 10100603702 DUCASSE","FERRETERIA","TRAMO","4699.26","2026-02-24"
"RODAJA GALVANIZADA STD 2"" PLACA GIRATORIO 30 KG HT515POLG","FERRETERIA","PZ","37.21","2025-07-25"
"RODAJA GALVANIZADA STD 2"" PLACA GIRATORIO 40 KG HI51PGBT","FERRETERIA","PZ","",""
"RODAJA GALVANIZADA STD 2"" PLACA GIRATORIO C/FRENO 30 KG HT515FRPOLG","FERRETERIA","PZ","54.17","2025-07-25"
"RODILLO REFACCIÓN PARA CALADORA DEWALT 620203-01","MANTENIMIENTO","PZ","",""
"RONDANA DE PRESION 1/2 NEGRA","TORNILLERIA","PZ","",""
"RONDANA DE PRESION 3/8","TORNILLERIA","PZ","",""
"RONDANA DE PRESION 5/16","TORNILLERIA","PZ","",""
"RONDANA PLANA ESTRUCTURAL F-436 1/2","TORNILLERIA","PZ","5.47","2025-06-03"
"RONDANA PLANA GALVANIZADA 1/2""","TORNILLERIA","PZ","",""
"RONDANA PLANA GALVANIZADA 1/4""","TORNILLERIA","PZ","0.3","2025-06-05"
"RONDANA PLANA GALVANIZADA 3/16""","TORNILLERIA","PZ","",""
"RONDANA PLANA GALVANIZADA 3/8""","TORNILLERIA","PZ","",""
"RONDANA PLANA GALVANIZADA 5/16""","TORNILLERIA","PZ","",""
"RONDANA PLANA GALVANIZADA 7/16""","TORNILLERIA","PZ","",""
"RONDANA PLANA MM 10","TORNILLERIA","PZ","",""
"RONDANA PLANA NEGRA 1/2","TORNILLERIA","PZ","",""
"RONDANA PLANA NEGRA 5/8""","TORNILLERIA","PZ","",""
"RONDANA PLANA NEGRA 9/16","TORNILLERIA","PZ","",""
"ROTO FRANK NT343733 MECANISMO FALSA MANIOBRA MULTIPUNTO","FERRETERIA","PZ","96.1","2026-04-21"
"ROTO FRANK NT628483 CREMONA CORR. NT400 2ZAP-8 D17 SL IS","FERRETERIA","PZ","107.17","2026-04-21"
"ROTO FRANK NT629554 CORREDERA KOMMERLING SF2 IZQ. SL IS","FERRETERIA","PZ","28.8","2026-04-21"
"ROTOMARTILLO INALAMBRICO  BOSCH  GSB 18V-50 427005396","HERRAMIENTAS","PZ","",""
"ROTOMARTILLO INALAMBRICO  BOSCH  GSB 18V-50 427005417","HERRAMIENTAS","PZ","",""
"ROTOMARTILLO SDS 20V XR  DEWALT  DCH273B W1HBSB9","HERRAMIENTAS","PZ","",""
"ROUTER  20V XR DEWALT  DCW620 000159","HERRAMIENTAS","PZ","",""
"SACSA BROCA HM DE 3"" CON MOLDURA FABRICACION ESPECIAL 2X3-1/2X3","SIERRAS, CUCHILLAS Y BROCAS","PZ","",""
"SAYER ACABADO ACRILICO SUPERMATE EFECTO ESSENZA UM-2100","BARNIZ, ACEITE Y PINTURA","LT","253.9","2026-04-30"
"SAYER ACEITE DANES TRANSPARENTE HI-0100","BARNIZ, ACEITE Y PINTURA","LT","270.91","2026-05-11"
"SAYER ACEITE IMPREGNANTE NOGAL CLASICO HI-0115","BARNIZ, ACEITE Y PINTURA","LT","237.07","2025-05-28"
"SAYER ADELGAZADOR METALITE EPOXY IC-0001","BARNIZ, ACEITE Y PINTURA","LT","",""
"SAYER AISLASAYER CATALIZADOR R-0129/B","BARNIZ, ACEITE Y PINTURA","LT","209.7","2026-05-12"
"SAYER AISLASAYER R-0129/A","BARNIZ, ACEITE Y PINTURA","LT","209.7","2026-05-12"
"SAYER ALTOS SOLIDOS NS-44/300","BARNIZ, ACEITE Y PINTURA","LT","",""
"SAYER ANTIPARASITOS PARA MADERA AD-0051","BARNIZ, ACEITE Y PINTURA","LT","135.13","2026-02-24"
"SAYER BARNIZ MARINO 50 UB SEMI MATE HI-0940","BARNIZ, ACEITE Y PINTURA","LT","248.92","2025-06-27"
"SAYER BLANQUEADOR PARA MADERA AD-0300 N1","BARNIZ, ACEITE Y PINTURA","LT","58.62","2025-03-07"
"SAYER BLANQUEADOR PARA MADERA AD-0301 N2","BARNIZ, ACEITE Y PINTURA","LT","58.62","2025-03-07"
"SAYER BRILLO DIRECTO TRANSPARENTE T-0028/A","BARNIZ, ACEITE Y PINTURA","LT","207.76","2024-04-01"
